q,r,solar,wind,hydro,coal,gas,uranium,climate_risk,score
0,0,0.7124317258767731,0.3972507583835003,0.14905280380460248,2000000000,37749830.886242144,0,7,0.8454985811439477
0,1,0.7629028684031552,0.3908429620237348,0.1150122688114814,2000000000,9858375.501412395,879193.3241213383,8,0.8316487263271902
-1,1,0.7629028684031552,0.3116618735919978,0.02910284485503474,2000000000,72173764.04549505,0,8,0.7424244102049676
-1,0,0.7124317258767731,0.31480993229302506,0.14895727614153256,2000000000,34404170.78355875,563027.920648012,7,0.8362524270415034
0,-1,0.6591225015292298,0.27507557270442906,0.07088412462803738,2000000000,42247751.50481589,810060.8509097942,7,0.7699510036991676
1,-1,0.6591225015292298,0.2829341374985419,0.04806259883684059,2000000000,102353942.6766316,116597.8225517853,7,0.7691851708081192
1,0,0.7124317258767731,0.2711574142102289,0.1246466698760632,2000000000,45882371.28360089,839105.1154196584,7,0.8287846116924114
1,1,0.7629028684031552,0.2274527669203805,0.06948743085330512,1961846335.4114878,47808382.96262566,0,8,0.6884560818799962
0,2,0.8097613292599009,0.28015965013980065,0.059389229008406326,1934403246.757161,70196015.89811586,137198.71464263689,8,0.7563441588047672
-1,2,0.8097613292599009,0.344260666988744,0.09686530753420647,1932202973.2314043,110090818.50316845,0,8,0.8344566751390581
-2,2,0.8097613292599009,0.2815453981818481,0.10213811356783589,1930334504.1087432,77574969.66349298,0,8,0.77576491673537
-2,1,0.7629028684031552,0.31949833855887977,0.07009830873322402,1901253722.4173012,95104576.9608682,0,8,0.7620683887887784
-2,0,0.7124317258767731,0.49365836010536723,0.1166439758748351,1868443204.2713315,0,858631.6108395068,7,0.867726592851548
-1,-1,0.6591225015292298,0.3699062290161504,0.1284715168134398,1862376590.657438,85941733.06881559,0,7,0.798716664276735
0,-2,0.6040545535202011,0.43239885018741264,0.1639093188731457,1817803612.3524203,64545428.03286345,191245.0277834557,7,0.8033158225657453
1,-2,0.6040545535202011,0.5506297151970646,0.05532027462468835,1791439262.7634194,94884850.58637217,534401.4296643789,7,0.8501983618466711
2,-2,0.6040545535202011,0.5882014593274278,0.10810459664220168,1764430290.761906,88078135.88322279,622637.759081453,7,0.8901030991576855
2,-1,0.6591225015292298,0.3687397665704585,0.058522940621079725,1939122875.8685987,101985444.54289998,14732.193762193285,7,0.7965472742014748
2,0,0.7124317258767731,0.3649294869385835,0.0836792946836343,2000000000,72732244.4228132,0,7,0.8249609832365601
2,1,0.7629028684031552,0.37229347137262947,0.05773523263795569,1701626417.1780329,32945769.190384336,725971.6418536035,8,0.7244073855542209
1,2,0.8097613292599009,0.4931268805541237,0.14760100727879574,1625932419.4627883,91478859.17373395,443380.63192184875,8,0.8714065820732578
0,3,0.8524255975825791,0.5463756254571224,0.050159617877381255,1558155585.40904,19312942.013399154,375429.7828817622,8,0.7858024857642169
-1,3,0.8524255975825791,0.4405101656693182,0.052202474733861755,1527977637.4609709,87967185.25128476,0,8,0.7589948610873558
-2,3,0.8524255975825791,0.5811826650769774,0.04278096026834999,1503692923.3065593,57746018.00839863,0,8,0.7948346081756671
-3,3,0.8524255975825791,0.43571165044705157,0.026626229123976795,1499995173.2594564,67053715.103598185,862233.1581932401,8,0.7738841340122373
-3,2,0.8097613292599009,0.5808924826726654,0.1538403798117577,1457916199.7305474,41912694.903289914,202729.41102303777,8,0.8178634451836758
-3,1,0.7629028684031552,0.6012018864886375,0.012952029436259414,1448706353.8021944,71679904.25425696,540246.4488003172,8,0.7760274661541966
-3,0,0.7124317258767731,0.5906637636694274,0.12852528080931513,1444860380.8491085,90623687.53848833,0,7,0.8368638668442895
-2,-1,0.6591225015292298,0.7020484972495238,0.01,1396987123.4070814,111348330.45274591,29186.720687629066,7,0.8127776286945009
-1,-2,0.6040545535202011,0.7773133262038734,0.1798009915860823,1393547822.1572084,0,0,7,0.8122819678517114
0,-3,0.5484872944746332,0.7091521950123605,0.17380641352760465,1380148175.7591958,31762126.163414437,0,7,0.7687539874087477
1,-3,0.5484872944746332,0.7651419665315051,0.05084633237291903,1365042419.264679,65896577.36389265,0,7,0.7595607680696579
2,-3,0.5484872944746332,0.5836640822201583,0.28999999999999954,1356542345.472377,22961249.508046374,1126445.1289975299,8,0.771381785790934
3,-3,0.5484872944746332,0.7882822851075533,0.12093023578270726,1349902165.8910913,75195508.86537823,840260.56326264,7,0.8670616762683365
3,-2,0.6040545535202011,0.6115702962478309,0.15065652539445745,1585991112.4174132,58774776.09240404,679422.5822935567,7,0.8561926510989936
3,-1,0.6591225015292298,0.45378629696852635,0.07737768469677395,1670850836.1025162,72747765.10543136,0,7,0.7544166886159095
3,0,0.7124317258767731,0.052673507261460036,0.8399999999999999,1740071598.8216786,85380568.55572888,0,9,0.895441839758614
3,1,0.7629028684031552,0.04743525378399631,0.8199999999999998,1321240231.1929777,15180997.467838608,1015720.5860616511,9,0.8046083800205505
2,2,0.8097613292599009,0.5398502728954074,0.06910533981749867,1285884708.107779,138913087.83960962,255933.32104528017,8,0.7951963039749642
1,3,0.8524255975825791,0.5939183671643858,0.06830257881524378,1260048979.7498264,111554225.9424643,19081.844324027876,8,0.7992668305524429
0,4,0.8903527432567052,0.716620272934171,0.02024881266278318,1199723106.3814244,24022774.833446633,0,8,0.7649293816724955
-1,4,0.8903527432567052,0.6784240315369592,0.16911573062477794,1194089437.9693863,64180861.76218332,0,8,0.8560584543888781
-2,4,0.8903527432567052,0.6182904751108458,0.15387832627356135,1164958605.9291217,101809807.64250524,0,8,0.8418656951745953
-3,4,0.8903527432567052,0.6743031097581741,0.023681243808085402,1143477721.395354,73059870.27724566,807566.3178427451,8,0.8252358985607529
-4,4,0.8903527432567052,0.7349069567478066,0.024286945749256668,1118748564.0686278,58013394.01307353,609151.5270928236,8,0.8246966137158179
-4,3,0.8524255975825791,0.7360383260439227,0.08248980440734312,1112512908.4614956,115471767.89550835,760393.7831793546,8,0.8940186629742444
-4,2,0.8097613292599009,0.41363746233506016,0.46999999999999953,1095069457.4002538,68667712.08585073,513703.86380169133,10,0.74014884043308
-4,1,0.7629028684031552,0.39978217895512375,0.48999999999999955,1074370124.316123,115947261.24489075,514221.5140312549,9,0.806781632488226
-4,0,0.7124317258767731,0.43045061296716025,0.5199999999999996,1064063752.1798704,103627346.64263369,518451.6380982509,9,0.7989816039057238
-3,-1,0.6591225015292298,0.8086500999985504,0.17964762888263586,1039294038.3620057,88431567.85234928,893708.1347468585,7,0.8999907507568461
-2,-2,0.6040545535202011,0.9379056398615951,0.050818716800605034,1010043501.3942146,122374587.73509978,247542.172354987,7,0.851259532808519
-1,-3,0.5484872944746332,0.9136032388478637,0.11242215500635992,978537614.6210754,80557477.97413771,0,7,0.7810518516103506
0,-4,0.49382825810962444,0.6866376009207079,0.10629497092445557,977120095.2413801,123493684.57980895,2217185.3946061507,7,0.8124639700881764
1,-4,0.49382825810962444,0.9506644790746909,0.22999999999999954,977093834.6049148,76369648.73079444,577344.280754263,8,0.8146530293931072
2,-4,0.49382825810962444,0.6301402382182417,0.43999999999999956,976164896.0617961,89203959.69165294,916597.5688843708,8,0.7900482557307278
3,-4,0.49382825810962444,1,0.10659110216137976,970476064.9231914,91847563.84145367,339112.3605073633,7,0.8243691092898975
4,-4,0.49382825810962444,0.18311099257640764,0.07956512471009325,922463097.2652745,517141322.4403191,272329.8499589344,7,0.7370657413721191
4,-3,0.5484872944746332,0.9300577971178698,0.07782432447815736,1241317173.939508,22198676.27150651,551019.8315387935,7,0.8252958980873546
4,-2,0.6040545535202011,0.20437617714719344,0.8299999999999998,1270702746.99517,48438112.92596453,878548.9259631681,9,0.8156126160621393
4,-1,0.6591225015292298,0.11313633733871414,0.8999999999999999,1315331944.3347921,18048484.027437806,64288.568847246206,10,0.71327112117775
4,0,0.7124317258767731,0.7487244177624793,0.020226126418528667,1344079480.7682316,31585581.71554553,727225.6795716005,7,0.8326289051196928
4,1,0.7629028684031552,0.17030978898160276,0.7999999999999998,859478063.8231175,80913802.74598664,837682.912053521,9,0.7833847361689058
3,2,0.8097613292599009,0.817456628135863,0.17826566688948225,817602085.7423023,80096238.34244879,680841.077822872,8,0.8513546607799819
2,3,0.8524255975825791,0.3969275905272248,0.6799999999999997,789792535.6186672,96907410.2759859,623940.6458688531,10,0.8153120288879171
1,4,0.8903527432567052,0.270071291591116,0.6499999999999997,742738933.7780031,39214372.03231593,9126.62062652303,10,0.6508356929331844
0,5,0.9230847432512889,0.8583419496398277,0.14549807083471877,694410401.6449548,66602177.37362665,0,8,0.8264587436679554
-1,5,0.9230847432512889,0.8107537432346632,0.199,681144194.1726857,50078947.47466969,275539.62159036717,8,0.8296831497812287
-2,5,0.9230847432512889,0.9617645434205531,0.023464419151104997,646519985.0643777,99720445.81383863,728795.441081172,8,0.8805469670091369
-3,5,0.9230847432512889,0.8689632948528617,0.16594629546283363,619251524.5734977,19897489.1221329,662942.4932527632,8,0.8256854290263451
-4,5,0.9230847432512889,0.7448163422037898,0.22999999999999943,569918464.8063978,125728118.70382051,0,9,0.7781129426771731
-5,5,0.9230847432512889,0.9798818290291568,0.012832135392783113,551738016.4629736,45891943.559382536,827877.1956730271,8,0.8194228849171236
-5,4,0.8903527432567052,0.6701878967859298,0.4299999999999995,542727769.2405572,135566526.5606348,0,10,0.7757362545520514
-5,3,0.8524255975825791,0.7417383935060912,0.4499999999999995,498919778.89506954,49562511.316173635,824669.3202904316,10,0.7712852215029224
-5,2,0.8097613292599009,0.36915221139509385,0.19386760559559993,463327958.08400667,94946755.0214893,5069661.508241943,8,0.8323314827038993
-5,1,0.7629028684031552,0.5928317271584518,0.07569827416365915,446327533.66705394,114953531.59280062,4022927.158312201,8,0.807646351689761
-5,0,0.7124317258767731,0.6933138153748186,0.5899999999999996,405432109.7378401,113241464.07563518,492259.2696689798,9,0.8074784813662255
-4,-1,0.6591225015292298,0.283956733368369,0.199,364300706.9094065,600000000,427882.7335024344,7,0.8747289054978359
-3,-2,0.6040545535202011,0.3269698901685242,0.17201664665131208,338584557.0643324,542959511.6310462,322909.3652670001,7,0.7912634138564412
-2,-3,0.5484872944746332,0.5717326693749831,0.13018562438923476,306351514.95386183,478240790.4985224,0,7,0.7824102428596742
-1,-4,0.49382825810962444,0.697814263023852,0.8599999999999999,299534637.8237697,45726503.74757364,832491.2645904288,9,0.7725210807042372
0,-5,0.44209485038806123,0.8193353206554688,0.8699999999999999,253941539.0875448,115351183.45725594,0,9,0.8084811675229866
1,-5,0.44209485038806123,0.5299893814243443,0.14996300648008418,222725911.8288247,583082354.5756898,0,7,0.7847902375069603
2,-5,0.44209485038806123,0.3833242980866206,0.16061132345437537,435242977.39396054,600000000,392986.6170514594,7,0.8095877336632564
3,-5,0.44209485038806123,0.06627665229815799,0.5699999999999996,229508722.41909572,600000000,574450.1172811849,8,0.7637879680844811
4,-5,0.44209485038806123,0.4515967114619804,0.5999999999999996,327756088.2152783,23889030.049906008,4223682.99546304,8,0.7431480021658189
5,-5,0.44209485038806123,1,0.6299999999999997,223489074.22457585,56661357.88286767,0,9,0.718606568146756
5,-4,0.49382825810962444,0.10320083592280871,0.19751808700476586,714814759.6514515,600000000,0,7,0.7570217091802692
5,-3,0.5484872944746332,0.5695404108373628,0.8099999999999998,783179990.6706877,22279537.731072485,6254.3316731643035,9,0.75992970936984
5,-2,0.6040545535202011,0.42979187914774375,0.041892526839011256,803213208.8585784,93334460.80706163,5181899.291012179,7,0.8241160825720277
5,-1,0.6591225015292298,0.25366974992036956,0.9099999999999999,847118324.5900482,133980564.70749822,155861.30225655925,10,0.7764068977708899
5,0,0.7124317258767731,0.9893312976045082,0.13022694691373093,872738944.8255723,19918129.881172713,308925.4530236246,7,0.8551547341695923
5,1,0.7629028684031552,0.27842344604634234,0.12295163489131933,117598820.2731996,600000000,999444.6362609921,8,0.8071021279877647
4,2,0.8097613292599009,0.5770820499893218,0.7799999999999998,363006466.6588585,51349923.52972486,0,9,0.7997620615924719
3,3,0.8524255975825791,0.7683206250649776,0.7099999999999997,188595371.97175294,117303752.95916225,0,10,0.8449242749755991
2,4,0.8903527432567052,0.5636239858668195,0.030247052042186334,425806920.5095598,389307415.60912865,643618.7698858036,8,0.8479874499955397
1,5,0.9230847432512889,0.6553447182754766,0.6199999999999997,351092880.49443674,9207788.032107309,677163.5618090786,10,0.7684989238777729
0,6,0.9502811370446892,0.2297078402006641,0.17309329401782853,118058956.17906651,538910809.4544917,830744.9355926628,8,0.841581901368708
-1,6,0.9502811370446892,0.448391991853454,0.08058176331201156,160081203.38126197,479739129.9089973,905744.0950547786,8,0.8717902931379767
-2,6,0.9502811370446892,0.456399278119733,0.05203371209670646,191500749.37219384,397896907.904402,0,8,0.7391234532213452
-3,6,0.9502811370446892,0.7412659261567861,0.16870931353913,99482394.00610048,263039493.70907944,56281.70235412766,8,0.8109728634286328
-4,6,0.9502811370446892,0.2333162410128781,0.06092201649506904,106607614.68670695,600000000,378779.8730143392,8,0.8056228378200924
-5,6,0.9502811370446892,0.9270142651718938,0.31999999999999945,468081136.8143967,101609265.6156862,594544.6116703153,10,0.8733148641221454
-6,6,0.9502811370446892,0.9094397531385705,0.38999999999999946,282297825.89441264,79436055.48601699,532004.1815335467,10,0.8288728207432197
-6,5,0.9230847432512889,0.8856474918638723,0.4099999999999995,292817855.32635254,43140554.11729581,668664.9616016132,10,0.7928252879819161
-6,4,0.8903527432567052,0.35817050007135554,0.19299819605164636,149339855.21168017,555627502.3434168,535231.3983999458,8,0.8911139326257631
-6,3,0.8524255975825791,0.15089133487713863,0.199,272335273.3359013,562757824.98189,0,8,0.7697745438359813
-6,2,0.8097613292599009,0.5250844203405648,0.5999999999999996,530341775.82387334,121549944.8638964,373840.16982803197,10,0.7556532606287734
-6,1,0.7629028684031552,0.49192389039141554,0.6599999999999997,802418814.7494932,93773352.78396702,691893.0467056867,10,0.812735014646101
-6,0,0.7124317258767731,0.9500356492654016,0.027828089707287174,946922759.1203841,93859595.13699502,0,7,0.8447362333476397
-5,-1,0.6591225015292298,0.49963476603659346,0.5099999999999996,1013214230.0024399,64552427.13559079,1143926.2410001496,9,0.7955976459776136
-4,-2,0.6040545535202011,0.9403650418122269,0.16679315709656145,1062215375.2243742,35238825.268102944,388641.3141058187,7,0.8600869851516059
-3,-3,0.5484872944746332,0.864246646350014,0.058071251080820396,1107287561.798659,68707921.93048774,619391.6540758372,7,0.7906151149340805
-2,-4,0.49382825810962444,0.48792055892451963,0.8499999999999999,859129890.4811342,37927055.95443072,1159937.7835724654,9,0.818316935009679
-1,-5,0.44209485038806123,1,0.021535671129696767,640367089.6755329,71732400.1223143,2047517.028276312,7,0.7608554946122817
0,-6,0.39477311320583813,0.33228871290084705,0.1825660997721189,380365704.9697924,62769464.18616503,8000000,7,0.7843796151994533
1,-6,0.39477311320583813,0.7980488096263926,0.8799999999999999,412374517.68165606,59357831.571772814,308752.2579201155,9,0.7906916539016482
2,-6,0.39477311320583813,0.6427689956472087,0.10229352582841379,487029994.82125354,581082600.2287637,0,7,0.8612286287614607
