q,r,solar,wind,hydro,coal,gas,uranium,climate_risk,score
0,0,0.7124317258767731,0.1823992066134427,0.08013819616315648,192547196.6801101,96254428.2531823,7841752.501839106,7,0.7847793560268647
0,1,0.7629028684031552,0.22421582794538258,0.1637615034628892,348834735.20036244,544692975.5045123,0,7,0.7958010214118713
-1,1,0.7629028684031552,0.8002608943746233,0.09617130293107402,102218861.50433038,286925389.79543626,328620.467212789,7,0.7940423208895235
-1,0,0.7124317258767731,0.9920501997831315,0.09836923378706282,388774210.13970584,68773633.12514971,1838781.5343165735,7,0.8521669082923962
0,-1,0.6591225015292298,0.7611511029289787,0.09508176342801648,436800135.7626349,77755765.75098997,3712396.053051106,7,0.8447385598451119
1,-1,0.6591225015292298,0.7399372230891171,0.25999999999999945,97487418.73061125,243819655.67337874,1038933.4863104813,8,0.7495604372900688
1,0,0.7124317258767731,0.40288157965891896,0.13841328259499525,374307751.0984492,464714788.9532006,0,7,0.7866061172793966
1,1,0.7629028684031552,0.2548278265953764,0.1782086409916425,134296295.35227978,600000000,845506.7470299196,7,0.8662167387341599
0,2,0.8097613292599009,0.16205007402876992,0.11881563614789911,71758620.45362033,595572896.7691429,40478.99325307969,7,0.7392576167601225
-1,2,0.8097613292599009,0.6882026406979455,0.6499999999999997,435430346.6568076,0,0,8,0.8127020175040524
-2,2,0.8097613292599009,0.6677438784580092,0.6099999999999997,391914152.1017452,40246937.28731165,442997.9239608379,8,0.833587502083012
-2,1,0.7629028684031552,0.79221470334008,0.5699999999999996,339330456.91332495,85881859.6200812,694713.9217558295,8,0.8952758276317943
-2,0,0.7124317258767731,0.8310594586245443,0.5299999999999996,461300341.1268105,96296354.90802158,224795.16705695388,8,0.8786531340188944
-1,-1,0.6591225015292298,0.9689337811817251,0.18372749550390796,340112339.5582292,214130541.32906443,719723.6286868704,7,0.8973163893489013
0,-2,0.6040545535202011,1,0.16383949420075272,396594519.1525382,199844823.97581226,0,6,0.8820433763287827
1,-2,0.6040545535202011,0.4554730851748593,0.32999999999999946,448817097.4485496,22426282.32046763,5158041.158318629,8,0.776568985176401
2,-2,0.6040545535202011,0.24284828763343969,0.13977998762901517,388231583.7523975,5875688.185959719,8000000,6,0.8256333190775987
2,-1,0.6591225015292298,0.9859200969521568,0.16603938991701062,51593415.0520925,237883997.6790193,197529.32033194017,7,0.8087383993402261
2,0,0.7124317258767731,0.4529927271859931,0.11412527404211646,117841921.45726988,86175285.91738696,5614701.155697602,7,0.7702702085837351
2,1,0.7629028684031552,0.22984960492233447,0.13236643065193543,352673697.9479614,600000000,757126.3051309048,7,0.8803981880569282
1,2,0.8097613292599009,0.17238764132212886,0.1695784951641628,253162029.11282292,600000000,504319.86265133857,7,0.8519799303300265
0,3,0.8524255975825791,0.5521288254252713,0.7299999999999998,172183987.92117703,131633249.15256834,0,9,0.7993909169969481
-1,3,0.8524255975825791,0.7034681853999111,0.6899999999999997,96064166.39717664,34244922.49081641,304292.5361555491,9,0.7729192959514454
-2,3,0.8524255975825791,0.29621966968755375,0.18192476613142475,127062949.75638707,22333240.69005371,6448639.144606955,7,0.7980248740438672
-3,3,0.8524255975825791,0.7757373788609211,0.17979051977687976,629664498.6159747,21032923.411573377,965737.9980969898,7,0.8193870176284921
-3,2,0.8097613292599009,0.9848363240962454,0.07660852588282496,408162917.7071906,27254956.813253682,981981.6318620314,7,0.8011687968281124
-3,1,0.7629028684031552,0.2693678262680626,0.043056822609062656,514662164.97220373,525657994.704275,725275.5103736655,7,0.8302132376014842
-3,0,0.7124317258767731,1,0.16953008777127798,54845606.88102827,147909339.1278604,710183.7048683113,7,0.8017983678471272
