q,r,solar,wind,hydro,coal,gas,uranium,climate_risk,score
0,0,0.7124317258767731,0.2569199509456892,0.04070053901826888,1839192724.6307037,38491295.92680629,1004499.9430669086,7,0.7311473682219136
0,1,0.7629028684031552,0.18876452123639104,0.10076040558668037,2000000000,0,0,7,0.6966673517043686
-1,1,0.7629028684031552,0.3318380529059455,0.01,1874605146.993832,108186876.17248274,323181.42502867617,7,0.8050106203072637
-1,0,0.7124317258767731,0.3721939835531589,0.17969661018207725,1544175005.4118738,73422649.88700652,0,7,0.7514523390550252
0,-1,0.6591225015292298,0.29442775005496785,0.32999999999999946,1527805412.66929,109291103.66604659,0,8,0.7364230398678122
1,-1,0.6591225015292298,0.25592476537797293,0.2099999999999994,1809267493.505791,84002298.89376132,950831.6928086715,8,0.7667813335903693
1,0,0.7124317258767731,0.25867181656040866,0.04596077954891969,2000000000,114305942.7909612,98535.67257748853,7,0.7829316810589514
1,1,0.7629028684031552,0.12120520188874706,0.15469426340453707,2000000000,60806495.314427346,348097.1320606853,7,0.764267441909519
0,2,0.8097613292599009,0.25256202337443956,0.08812556308448648,2000000000,37492382.9592879,758577.4911759875,7,0.828194152450989
-1,2,0.8097613292599009,0.3274942520786739,0.14242608052241054,1884705880.2809916,0,146789.9534783782,7,0.7934876746729387
-2,2,0.8097613292599009,0.36375380560502757,0.045171913469745285,1609249487.3123105,4334079.656161774,427821.6835428706,7,0.7129376170112827
-2,1,0.7629028684031552,0.3387727588282537,0.047262819080002585,1586686727.7178447,87236535.49428551,411276.15027665347,7,0.7413068008972725
-2,0,0.7124317258767731,0.7332292434012677,0.08470677704196411,994616588.707526,98729727.44033916,0,7,0.7686804804645643
-1,-1,0.6591225015292298,0.907399584411335,0.1012738073111775,950882227.3620028,0,728910.1908824921,6,0.8418925093303083
0,-2,0.6040545535202011,0.5591472695732406,0.4399999999999995,926380127.36458,11032142.08576749,950333.4835951285,8,0.7230121487363924
1,-2,0.6040545535202011,0.5190759003022088,0.024427880765838614,1519611665.1088505,100837150.69541985,805663.7580386116,6,0.8119037051078988
2,-2,0.6040545535202011,0.5573551547549938,0.17657521715038488,1492556513.6386502,0,242941.60221919348,6,0.7802219752219429
2,-1,0.6591225015292298,0.4616336656693299,0.10203439786926258,1796701788.2080712,37976698.611007966,510986.00216436264,6,0.8490828228854164
2,0,0.7124317258767731,0.21495463592440534,0.1687377405223712,2000000000,87235856.93966109,0,7,0.7940717479977828
2,1,0.7629028684031552,0.24945020498526946,0.05477300640672569,2000000000,47325823.10237907,104685.34368346777,7,0.7516105922756828
1,2,0.8097613292599009,0.18154264381095767,0.09759420696449861,2000000000,72730180.06407371,0,7,0.7778958135949645
0,3,0.8524255975825791,0.1904586192243737,0.17806735635648843,1908064524.3369088,85527445.28552845,0,7,0.8332275120492537
-1,3,0.8524255975825791,0.20273569958261176,0.07239429946713045,1907364391.0441144,114530140.32855462,661043.9237278964,7,0.8524015796047401
-2,3,0.8524255975825791,0.3070159079457471,0.199,1619410021.529884,42949706.76653354,0,7,0.7931507914795015
-3,3,0.8524255975825791,0.5180032493840303,0.0537185665540243,1093488717.1493766,53230189.453970075,541325.7092327148,7,0.7352226325182891
-3,2,0.8097613292599009,0.5914040416017836,0.199,1046711119.0290024,34759422.72043703,769458.6515901926,7,0.8126772033922904
-3,1,0.7629028684031552,0.764512561449714,0.09932683434876999,997564352.2446315,30100160.696726758,712052.1919031525,7,0.8060126723412236
-3,0,0.7124317258767731,0.4540721655221961,0.26999999999999946,357266892.31097156,116020829.01127431,4013180.4651133437,8,0.7779152838402881
-2,-1,0.6591225015292298,0.5151082923628785,0.1571169623726124,337112473.830114,431255698.8934777,591699.5344464707,6,0.8719114103023095
-1,-2,0.6040545535202011,0.33283244904250686,0.09724320573461537,164888690.49311396,600000000,895774.6894083349,6,0.8389025310324284
0,-3,0.5484872944746332,0.26291543614998536,0.15232271521878124,340870941.2316589,600000000,0,6,0.7902823548367067
1,-3,0.5484872944746332,0.5338242894255358,0.49999999999999956,885786722.8383409,92694279.05002409,0,8,0.7107135413193331
2,-3,0.5484872944746332,0.9147053890728154,0.199,847364439.4933404,77725632.76988418,741927.7883623732,6,0.879912651193351
3,-3,0.5484872944746332,1,0.1497246956680907,813690212.5016356,96126459.92832322,630078.9384052946,6,0.8983896843993975
3,-2,0.6040545535202011,0.582841945178322,0.08040971675665139,1489118639.8748505,118485338.78041646,292940.24286800635,6,0.8478719855454798
3,-1,0.6591225015292298,0.377191488770138,0.038114317494535865,1760163067.5542378,49920853.92826829,684720.0840164138,6,0.784688298368241
3,0,0.7124317258767731,0.2108328655267864,0.19794491490719973,1943508135.227945,36043042.172231905,0,7,0.7484926482106912
3,1,0.7629028684031552,0.22262301788549566,0.07179163109393355,2000000000,94804847.98556097,126367.58074980056,7,0.7887167031205183
2,2,0.8097613292599009,0.2189969637938134,0.11907278391532622,1980633415.6791258,42873093.18907783,798723.375654678,7,0.8290621124000844
1,3,0.8524255975825791,0.2741815831852553,0.01,1909874510.0000286,119232905.15802008,0,7,0.8191833736904052
0,4,0.8903527432567052,0.2914288045851657,0.1605734851744129,1674104320.4943054,29041586.211382896,0,7,0.7870107644727546
-1,4,0.8903527432567052,0.3438487510824192,0.06359879040271832,1652951712.159621,97834436.71145362,878415.20527428,7,0.8742343612392279
-2,4,0.8903527432567052,0.32837397763875054,0.047857900181834244,1625784320.9201977,76110332.65242259,193960.38014309446,7,0.7884338171337929
-3,4,0.8903527432567052,0.6293257581998357,0.0785701847203894,1112816867.4794657,81553593.40398055,680156.4801811741,7,0.8631406096349652
-4,4,0.8903527432567052,0.2943138763838904,0.8799999999999999,274982993.6913669,33515401.024530992,670278.1140889642,10,0.6911936942300575
-4,3,0.8524255975825791,0.5671747043624897,0.1717271877394201,240352260.8381964,96208867.10362639,3344743.707016305,7,0.819017890755278
-4,2,0.8097613292599009,0.7110583569900865,0.15913407392629864,237547245.7123885,255924134.18980536,902087.9677731167,7,0.8437870418331203
-4,1,0.7629028684031552,0.41707198221387853,0.1614920603024479,211088447.93292975,451194859.8331733,460542.855024507,7,0.8018260194207337
-4,0,0.7124317258767731,0.7038406768854839,0.011269938665060347,257962149.07813364,89114695.20550244,4493668.838638186,7,0.8070731128082723
-3,-1,0.6591225015292298,0.9424458277945483,0.4299999999999995,300402474.7154772,97929273.25048187,1156403.4802288997,8,0.8703194334532467
-2,-2,0.6040545535202011,0.9926514293273652,0.48999999999999955,375037205.7849195,15594678.581316948,493586.30872466235,8,0.8045786233489288
-1,-3,0.5484872944746332,1,0.5499999999999996,369297399.5828992,47327664.185777426,585563.7718628416,8,0.8423355800753588
0,-4,0.49382825810962444,0.6500554891379109,0.15777243743104338,56673967.56677854,457146409.05492795,0,6,0.7685147465906568
1,-4,0.49382825810962444,0.99574367392011,0.5599999999999996,186566528.09192222,112202308.33573401,340533.60428051406,8,0.8099934669912933
2,-4,0.49382825810962444,0.5426116933567692,0.14421189349747884,89695078.96566047,526165156.9077974,73363.27705299933,6,0.7786667347920025
3,-4,0.49382825810962444,0.3340522468685024,0.4499999999999995,389859903.0026008,438313433.61743355,1123828.5538931857,8,0.7952535535501764
4,-4,0.49382825810962444,0.5761282904501462,0.33999999999999947,108034182.5799219,429685122.37618226,199251.4355008368,8,0.7237598320751017
4,-3,0.5484872944746332,1,0.15994054910747244,800158166.7342756,86653712.11087306,679961.7224867255,6,0.8952460224075028
4,-2,0.6040545535202011,0.5813357765867357,0.1379376711700333,1451775494.669482,6970398.314369777,630555.9638993808,6,0.7931112370609426
4,-1,0.6591225015292298,0.4665161365099013,0.06656645711097202,1702125668.565409,77050311.18499395,0,6,0.809611951532484
4,0,0.7124317258767731,0.3249574349201644,0.199,1729384860.0474072,11721511.464605799,246385.91282937067,7,0.7476583394875417
4,1,0.7629028684031552,0.3964590196952664,0.08007453666548683,1744870665.8259065,115903880.91375262,0,7,0.8267963573320564
3,2,0.8097613292599009,0.2963310362619444,0.06264378529106857,1740407858.475737,21977984.034777917,0,7,0.7085884729654112
2,3,0.8524255975825791,0.30735495407741675,0.022416831630512266,1711163797.8800247,84598456.15659022,352300.363856582,7,0.7844374225837464
1,4,0.8903527432567052,0.3354071306194728,0.11919746410282514,1699051690.3228045,8491380.879730482,0,7,0.7771336048090642
0,5,0.9230847432512889,0.5044178311546761,0.19635217543380923,1238619872.8475165,10357513.603039376,413178.2502429846,7,0.8304174683579584
-1,5,0.9230847432512889,0.577152900307387,0.01564599786127377,1203488065.2457945,78935095.35292186,0,7,0.798022214258869
-2,5,0.9230847432512889,0.039106589236570656,0.9099999999999999,1177969447.150219,42679703.2386766,0,10,0.7893283349376029
-3,5,0.9230847432512889,0.03176829943844619,0.8999999999999999,1149742500.7445374,91536147.28705564,0,10,0.8150719639145976
-4,5,0.9230847432512889,0.35404320355809377,0.8899999999999999,318243885.83330196,30723141.554267082,0,10,0.7095595179759977
-5,5,0.9230847432512889,0.8497186045286085,0.16783813570256198,134390786.6001895,51702845.21883464,1597580.955229707,7,0.8209553782245765
