q,r,solar,wind,hydro,coal,gas,uranium,climate_risk,score
0,0,0.7124317258767731,0.72211031119565,0.13650340813831593,331919967.3770716,346375811.5533299,0,7,0.8753819940943313
0,1,0.7629028684031552,0.8166127377865969,0.5099999999999996,207947098.13258395,15912572.446095524,0,9,0.7157989175132136
-1,1,0.7629028684031552,0.6520090115851035,0.12840122263088322,149254551.31171444,369830739.7546495,0,7,0.8320149418894414
-1,0,0.7124317258767731,0.44365875583227643,0.01,238343884.99176747,532880018.6145342,537133.2709992155,7,0.8353837818875223
0,-1,0.6591225015292298,0.792121762943386,0.03317912712753305,342080058.02722484,68480379.3813539,4945204.202716715,7,0.915211269678166
1,-1,0.6591225015292298,0.8013251479499536,0.199,188190755.59760755,59208513.07860607,3640890.4413636425,7,0.871606042420194
1,0,0.7124317258767731,0.8357547064651356,0.04548154798419829,356496666.33912325,132337784.98359218,1581558.7708094725,7,0.808073381459997
1,1,0.7629028684031552,0.7460177467422681,0.46999999999999953,526757265.4400381,62795717.09190567,0,9,0.7846390860767176
0,2,0.8097613292599009,0.8236122522772302,0.08504218387544164,693222099.0180787,47781960.670624256,128591.21484064001,7,0.7921107448551336
-1,2,0.8097613292599009,0.6883626006152815,0.5999999999999996,209779608.193335,26380342.40370587,295306.54685004056,9,0.7504412485124359
-2,2,0.8097613292599009,0.7678384497616928,0.6399999999999997,144129070.5497571,20117160.9542149,1032986.1639979914,9,0.8417710122048413
-2,1,0.7629028684031552,0.6690754151326465,0.6799999999999997,321893568.0554636,125004897.88349915,236423.2778150392,9,0.8734954584638991
-2,0,0.7124317258767731,0.30615593720332723,0.036964174339337755,255073517.29246086,600000000,789251.001293403,7,0.8577292932693669
-1,-1,0.6591225015292298,0.4520315373560465,0.06614217635689176,107613728.25161806,531985417.2473647,918976.7958804682,7,0.8310890719733328
0,-2,0.6040545535202011,0.7300422574274731,0.043746524701601244,247536175.07554615,342063944.1517292,426163.0141289377,7,0.7727252450846095
1,-2,0.6040545535202011,0.882130371587218,0.15347702969802485,180700792.0031375,24163213.018009115,4366386.664302478,7,0.8763495393403262
2,-2,0.6040545535202011,0.6588567791951294,0.2899999999999994,432240870.53182846,72007122.08896685,4460959.550325591,8,0.892932562495773
2,-1,0.6591225015292298,0.3592607234143051,0.32999999999999946,213558100.03084126,118562486.492345,6136899.454762729,8,0.8784080665900682
2,0,0.7124317258767731,0.44652991927663477,0.3799999999999995,97965849.70335713,78736488.91027024,5154640.0412003165,8,0.8478367489634543
2,1,0.7629028684031552,0.8672064130089036,0.10357542743466068,258698253.8943327,18685482.94055869,2059523.201472972,7,0.7871649319643322
1,2,0.8097613292599009,0.8688487096872617,0.199,677316096.4785277,97113126.75557616,340136.33568026556,7,0.9330477731829419
0,3,0.8524255975825791,0.31176344881271484,0.47999999999999954,1114955926.12042,137480675.89962766,559603.1154632473,9,0.8680361154650071
-1,3,0.8524255975825791,0.46226641189506595,0.5199999999999996,709661547.6789315,85631301.3489543,0,9,0.7766584461562912
-2,3,0.8524255975825791,0.2718112758819057,0.18237039132470625,257497106.3202709,535403099.69146687,0,8,0.8284193666242443
-3,3,0.8524255975825791,0.13298471932405725,0.1905807063880084,256229787.64333838,600000000,232727.49163674924,8,0.831403214537027
-3,2,0.8097613292599009,0.40228378955852134,0.18133680074456665,195653883.47454944,496286529.82333916,182157.19328997517,7,0.889927935451664
-3,1,0.7629028684031552,0.8008239633436057,0.7199999999999998,458002386.98046225,5404146.325076177,459547.6113391953,9,0.9105642929311188
-3,0,0.7124317258767731,0.3666142930290156,0.1596425043213653,162861945.25530425,600000000,80662.0417440404,7,0.8840061135859555
-2,-1,0.6591225015292298,0.9823847177923332,0.15926105327544884,99380169.09406896,107095422.88971363,2555663.5135259023,7,0.8938788663062581
-1,-2,0.6040545535202011,0.8715814700256006,0.03562411506388902,425623226.25568825,338403413.704031,270021.56137052167,7,0.8794661857728422
0,-3,0.5484872944746332,0.3641552404942523,0.24999999999999956,508733332.5695047,67949767.75708915,5948233.826423198,8,0.7991877319696112
1,-3,0.5484872944746332,0.8801003978625953,0.06351936010863751,502091069.3946608,88795480.90645498,4003255.233024147,7,0.9172740821679257
2,-3,0.5484872944746332,0.8386032760823398,0.1347776581318002,451666653.49576676,301480763.49027705,323185.8042303636,7,0.8625135854950687
3,-3,0.5484872944746332,0.41469932381013946,0.2499999999999994,228829816.66941944,53153902.30963164,6900586.326891716,8,0.801886388279265
3,-2,0.6040545535202011,0.4321088569821449,0.14150197710362827,468392719.469103,19290658.290857136,8000000,7,0.9457219284838668
3,-1,0.6591225015292298,0.6196472555023202,0.1556331000054797,266176586.00294414,83541914.82733047,5348302.762994841,7,0.9084424712919724
3,0,0.7124317258767731,0.5560580879447242,0.026962530996184786,510856826.4427935,167716406.87491918,3978961.294126752,7,0.8826916638832032
3,1,0.7629028684031552,0.9993317321217448,0.13420708212984878,410336938.0902027,174583160.9065015,0,7,0.9178326868744809
2,2,0.8097613292599009,0.6902745401622897,0.33999999999999947,639392321.484284,100290253.78581654,0,9,0.7737523433762947
1,3,0.8524255975825791,0.4454744806191562,0.3899999999999995,1085731006.2016377,67528754.4068497,1227815.7762582544,9,0.8658879860833144
0,4,0.8903527432567052,0.3911688979996918,0.199,1427768388.7197642,34704010.974347346,558687.4066759162,8,0.8253758684136708
-1,4,0.8903527432567052,0.6828649635676011,0.17247351827095792,1148324495.789004,16559679.679422837,220774.3142343761,8,0.8540986789783169
-2,4,0.8903527432567052,0.9106846984395672,0.022467652197790032,740492808.345228,38564941.59932807,316487.20358182193,8,0.8120933025338086
-3,4,0.8903527432567052,0.5532068251561602,0.6499999999999997,306683491.42670757,51691229.804673515,1151281.2447407495,9,0.8551364661214728
-4,4,0.8903527432567052,0.6362369961848193,0.6899999999999997,288628815.1437352,64714878.621111125,0,10,0.7964624219755081
-4,3,0.8524255975825791,0.7503574466544,0.7299999999999998,424717060.0599555,0,30015.241611691225,9,0.8941417640313365
-4,2,0.8097613292599009,0.5963556222584011,0.8499999999999999,135631132.35541412,53714212.56883261,981400.4237551739,10,0.832994447588618
-4,1,0.7629028684031552,0.18717926549710115,0.08862614380208585,155125397.72178873,600000000,335819.2008200423,7,0.7907610722847265
-4,0,0.7124317258767731,0.8635841597924739,0.6299999999999997,312779349.80495423,114202624.05408096,0,8,0.9504561552686969
-3,-1,0.6591225015292298,0.4342576619528085,0.048977275614567405,471323916.5526326,594677926.499626,579286.4331858057,7,0.9443918728600877
-2,-2,0.6040545535202011,0.6419558470177924,0.23999999999999955,243469494.93972775,344971058.45716035,653066.8894324247,8,0.7940590887042156
-1,-3,0.5484872944746332,0.600382615411706,0.38999999999999957,522718802.43145883,56158694.418662384,4512703.627635792,8,0.8990338917477182
0,-4,0.49382825810962444,0.3572773877160119,0.0828030030085683,600744436.6377337,44712564.057670645,7146881.979949053,7,0.8145740438743783
1,-4,0.49382825810962444,0.3192777770356933,0.18530959979737793,209131881.28915375,92539971.77460699,8000000,7,0.8444274059622977
2,-4,0.49382825810962444,0.905107902635613,0.05827608310441382,495041793.37025946,96341621.54783334,4242856.09166583,7,0.9195014804754508
3,-4,0.49382825810962444,0.7280410260565436,0.04279280864891734,541497093.7252097,441092704.8917914,0,7,0.8516668355436691
4,-4,0.49382825810962444,0.5214918511774096,0.17522977035390752,457267818.19782096,533781184.570571,87064.96185410717,7,0.8783122834674918
4,-3,0.5484872944746332,0.8490057402189494,0.199,419081572.8515508,331827244.40592265,12647.558222118174,7,0.9005224626374245
4,-2,0.6040545535202011,0.4071797168024543,0.14305547970836213,479861009.5885487,65683671.03882359,8000000,7,0.9780845740127609
4,-1,0.6591225015292298,0.27854439348188076,0.199,144450702.01842314,77173283.1220674,7875536.449651459,7,0.8795346765479592
4,0,0.7124317258767731,0.6855702548270043,0.16189257193572076,456583473.5969901,397912640.59574467,316224.21964083816,7,0.9711484333122867
4,1,0.7629028684031552,0.4913298546664507,0.12982911423384974,214500488.9883118,374052301.2230905,457598.61773076525,7,0.798181482880039
3,2,0.8097613292599009,0.7168136575232148,0.29999999999999943,636412555.00661,100240397.37869354,86837.60963535558,9,0.7714861203815243
2,3,0.8524255975825791,0.6477504184697845,0.11421941944688714,1038476558.2810056,28543185.979410402,201553.65946430265,8,0.762645314582187
1,4,0.8903527432567052,0.39068555037698427,0.16439991668677661,1393774392.0945532,73838862.51279093,0,8,0.794633840433548
0,5,0.9230847432512889,0.1817130551675928,0.19006515294537535,1808127202.3235674,100727038.1211408,413091.8262994878,8,0.877628598298266
-1,5,0.9230847432512889,0.4164324321151148,0.199,1474732268.696686,112920041.01097044,0,8,0.9023787562306165
-2,5,0.9230847432512889,0.5628638753665048,0.07156454611659963,1156065006.7717066,139936071.666061,673820.9860841517,8,0.8963686397183849
-3,5,0.9230847432512889,0.28698929710117826,0.6099999999999997,749947133.2262083,44182311.7869882,562809.4054583001,9,0.7803428031050329
-4,5,0.9230847432512889,1,0.18689450350181458,332538435.4115363,85272786.92330918,477914.11455240153,8,0.9099844206003542
-5,5,0.9230847432512889,0.205592408616348,0.09332272938897587,539120716.741655,76448372.96998091,6862546.576850181,8,0.9092705122864837
-5,4,0.8903527432567052,0.8874999378751005,0.10005062376613617,169429398.41074955,234898189.32616457,341946.5844368073,8,0.8659247692015152
-5,3,0.8524255975825791,0.4351991129879473,0.03695209901126065,387561822.9239487,94031986.5363988,6249333.9398275055,8,0.8981279534772351
-5,2,0.8097613292599009,0.5635423262132275,0.8699999999999999,416140541.19842994,82725978.00219391,408949.0667387555,10,0.8895193164097082
-5,1,0.7629028684031552,0.4426721593940238,0.06778549042297849,421729262.4967135,533573521.2212391,320841.69762143603,7,0.9292406323695268
-5,0,0.7124317258767731,0.7513578284459463,0.6699999999999997,239928063.8194509,122722584.210242,847597.2930147111,8,0.9566909443226023
-4,-1,0.6591225015292298,0.5720175887755043,0.06728533364591882,382842875.5820804,468585021.83775574,0,7,0.8518060629561874
-3,-2,0.6040545535202011,0.6824216696897009,0.08343743836566955,148370503.28726912,380901737.5084847,1285379.8801675248,7,0.8348795704753956
-2,-3,0.5484872944746332,0.8350672399054379,0.19528596790608876,142122260.3308987,164477809.53076437,1406425.8012149597,7,0.7590851323455304
-1,-4,0.49382825810962444,0.8830865099603135,0.4699999999999996,566321749.5295745,80260198.3489421,0,8,0.7937946609444022
0,-5,0.44209485038806123,0.6575874668523859,0.5399999999999996,883116653.8176498,117473154.97648926,796226.9247245888,8,0.854916349865155
1,-5,0.44209485038806123,0.7602072767262683,0.5599999999999996,616069384.2981966,87949836.29212104,1207136.7226239236,8,0.8501738760269594
2,-5,0.44209485038806123,0.9747877988517507,0.5899999999999996,252652350.37896633,61805068.135147326,0,8,0.7788143142669351
3,-5,0.44209485038806123,0.8858052830020648,0.1482976583258741,125141429.16598327,426968965.35804385,942808.6973556746,7,0.9046297951752261
4,-5,0.44209485038806123,0.60239254587994,0.0398029794564774,499640753.64218104,600000000,0,7,0.8861255679018869
5,-5,0.44209485038806123,0.9149917346292867,0.7799999999999998,266023810.52928492,83984399.52346854,430508.97501166264,9,0.8480450094387688
5,-4,0.49382825810962444,0.7552804990718746,0.8099999999999998,484943129.9693624,119550405.63821246,546106.0213148361,9,0.9050959909855762
5,-3,0.5484872944746332,0.9262007899525007,0.1628573286398799,475093086.1418145,153186907.54640898,2696677.745011331,7,0.9584518496590024
5,-2,0.6040545535202011,0.6289910922208392,0.1480199843204547,359220149.9197568,97303207.59675626,5353093.406833102,7,0.917508577229738
5,-1,0.6591225015292298,0.36741981317274974,0.12112795693720194,273396584.39193404,86567885.24560712,8000000,7,0.9373902708044777
5,0,0.7124317258767731,0.6182793679653749,0.0707014146178422,255172386.44463712,438820553.2609055,1047490.2115501087,7,0.917138844627541
5,1,0.7629028684031552,0.354129564871103,0.21999999999999936,559177042.7956517,445848747.20271546,547149.0999961091,8,0.8828638734335319
4,2,0.8097613292599009,0.7823783966468464,0.2599999999999994,635441924.8972167,108973840.01075783,927460.198342529,9,0.8499593059661619
3,3,0.8524255975825791,0.8108157400103632,0.1625599746778677,1001126827.7686536,74194308.9136133,0,8,0.8947536742622316
2,4,0.8903527432567052,0.4974300422024766,0.16511026430745335,1388922533.1964664,11682031.860605497,1130606.3594683053,8,0.8720479780700827
1,5,0.9230847432512889,0.31776804195975394,0.15275477981620939,1784713474.2549515,125448206.47206387,897791.8040047339,8,0.9800234967717409
0,6,0.9502811370446892,0.08702480479777311,0.199,2000000000,127744538.70370057,732672.0972452675,8,0.9439783608815044
-1,6,0.9502811370446892,0.22228938159807266,0.12243785868188244,1812351981.9357476,114515661.03615396,417802.33506580704,8,0.8916341095790519
-2,6,0.9502811370446892,0.3899974425153655,0.17579817480625176,1483205866.2837272,36522214.37062585,0,8,0.8234607224345442
-3,6,0.9502811370446892,0.5295091802746971,0.199,1169613992.380554,73637283.66666675,0,8,0.8602135023203431
-4,6,0.9502811370446892,0.3779997211953558,0.5299999999999996,756078619.3178345,130992173.2645558,361763.1673212826,9,0.867552951570425
-5,6,0.9502811370446892,0.5577570034728547,0.48999999999999955,360875622.1993778,110150350.4826446,368399.5546601685,9,0.8177993216152425
-6,6,0.9502811370446892,0.358119314806982,0.052148708432440974,509662256.0449602,2966737.8862017575,6462338.125310653,8,0.8828754126769492
-6,5,0.9230847432512889,0.7541696817978664,0.08958853627316418,167507556.5717885,233192419.1616176,665834.6473279578,8,0.8255918659798915
-6,4,0.8903527432567052,0.7111578138299651,0.12857076690896135,408153775.31241125,337971734.87700695,0,8,0.9204693824364376
-6,3,0.8524255975825791,0.7213411894555674,0.18834284712107896,292465735.58742106,251361872.3848484,0,8,0.8281941294724326
-6,2,0.8097613292599009,0.5690428233863437,0.8899999999999999,460433567.678686,41052169.78907199,177061.071536399,10,0.8619746436281633
-6,1,0.7629028684031552,0.7309833065113789,0.199,291189784.77565426,268887749.6580325,561129.116657711,7,0.8984121100401325
-6,0,0.7124317258767731,0.7166084120262061,0.7099999999999997,566751963.6691937,43798509.48778444,0,8,0.919368144595168
