q,r,solar,wind,hydro,coal,gas,uranium,climate_risk,score
0,0,0.7124317258767731,0.9381717431544396,0.40999999999999953,100303356.00468318,30415898.08517577,0,8,0.6993744382319265
0,1,0.7629028684031552,0.8096751972975248,0.4699999999999996,298666782.0774306,14203632.965317851,500036.16839611775,8,0.7592924724493675
-1,1,0.7629028684031552,0.5797702557592439,0.01,387573177.03481996,364856995.27406144,0,7,0.747203086372896
-1,0,0.7124317258767731,0.44086856971121424,0.0632045131233622,264771343.82480848,83928334.51236309,6497262.471813826,7,0.8223953156812269
0,-1,0.6591225015292298,0.5184760201814452,0.2499999999999995,130308218.05058365,356093089.26104265,796079.6835062491,8,0.7118587396384183
1,-1,0.6591225015292298,0.8843280534745288,0.1778426137212996,260823692.18153077,71677328.93289815,3650444.5653492874,7,0.8874007995720401
1,0,0.7124317258767731,0.4122156665268245,0.07578612901821007,154776708.02432686,97106503.79180494,7094907.262347849,7,0.8355463192591116
1,1,0.7629028684031552,0.7228979577262326,0.6099999999999997,236774838.09883335,31101473.633649364,463063.82975596737,8,0.7828292878320509
0,2,0.8097613292599009,0.7579999052556635,0.1648298563229626,344367274.6288914,223623533.56426626,823139.7332814964,7,0.8632057292458734
-1,2,0.8097613292599009,0.7185352617202855,0.0842249415969166,467788383.8062834,319842165.26613575,546916.9314510678,7,0.8978688603093997
-2,2,0.8097613292599009,0.5388637771197811,0.052002803516299725,220966644.98406908,357199880.0049569,305593.6327322532,7,0.742111747680972
-2,1,0.7629028684031552,0.6491362981759006,0.17752307095797093,168367483.56408307,345141762.98576814,12983.752688315142,7,0.7965441260750342
-2,0,0.7124317258767731,0.3243283784919656,0.13401438826357526,221624899.5473275,488649092.4624363,1234069.2381189147,7,0.7963671728606874
-1,-1,0.6591225015292298,0.4074609216926181,0.14936129373344575,222613127.17651874,517296658.9458435,50122.97140233479,7,0.7683279477128958
0,-2,0.6040545535202011,0.669536271001557,0.04331599795674288,138486606.52793947,107197298.74922553,4920606.864794722,7,0.7602168473536718
1,-2,0.6040545535202011,1,0.08939202258907317,181128838.01785398,251929760.76114777,782884.9002423914,7,0.8228194743237297
2,-2,0.6040545535202011,0.751522135057855,0.09469500026614322,527968389.10235965,320537678.0953225,652379.7098226026,7,0.8373459884038338
2,-1,0.6591225015292298,0.3734220656074789,0.10334410722227035,376068936.8063716,64302811.58151585,8000000,7,0.889261260159687
2,0,0.7124317258767731,0.6627965985505911,0.6899999999999997,296864790.7195463,74844388.74036692,0,8,0.7902750210911185
2,1,0.7629028684031552,0.9378212029881545,0.12837774164406396,265505524.34382448,142066827.26260096,723676.6923385707,7,0.8163148473003388
1,2,0.8097613292599009,0.7413495704387583,0.16912823588493886,519172609.5032829,236953399.9316272,0,7,0.8603160136664767
0,3,0.8524255975825791,0.7387925130783677,0.069537535549481,256999684.05624062,244827626.33865067,616759.5680780218,7,0.8087656681186675
-1,3,0.8524255975825791,0.4751790119518957,0.199,133199283.35290565,5534187.95802121,4980304.100465624,7,0.7833732420486281
-2,3,0.8524255975825791,0.45179109078498764,0.10563133096194907,229322276.14972556,309614838.14408594,0,7,0.6886307231538159
-3,3,0.8524255975825791,0.8176518761538523,0.0898725973101464,876477344.1853521,107890825.54648753,245582.77983327545,7,0.8777596135831424
-3,2,0.8097613292599009,0.7987208176314632,0.16558611499596881,797525302.6978933,81531421.36468631,681444.1763730717,7,0.8701530200284241
-3,1,0.7629028684031552,0.799025783816576,0.11717607827390414,704713739.1100018,69714733.19391982,1065885.4531955426,7,0.8121006142060824
-3,0,0.7124317258767731,0.9673900126138323,0.2099999999999994,372482324.9876924,45473333.622986674,327305.4304589077,8,0.715461769924809
-2,-1,0.6591225015292298,0.4073282261339422,0.199,317486801.01918346,570894090.7372408,858032.1444494345,7,0.9158933619158863
-1,-2,0.6040545535202011,0.4322679407641572,0.05208658799315917,544980633.1201067,60856565.04357005,6645416.550112368,7,0.8183243698341801
0,-3,0.5484872944746332,0.9369297022066774,0.5499999999999996,558390265.2955675,9130093.434569325,969440.8596037475,8,0.8481214632685058
1,-3,0.5484872944746332,0.9483266279084237,0.49999999999999956,577879036.7937241,3427231.22604319,87671.95012195672,8,0.7717937384644785
2,-3,0.5484872944746332,0.36206639796572926,0.4599999999999995,112548831.6563905,437664092.9808145,168255.10618063138,8,0.7075175108032182
3,-3,0.5484872944746332,1,0.4299999999999995,276257680.6061658,39010715.46537205,970286.8339917009,8,0.7720482051240091
3,-2,0.6040545535202011,0.8658869094288691,0.049526079841747034,259029869.3788727,18898849.75653537,4092766.4483919577,7,0.7664779210015281
3,-1,0.6591225015292298,0.6381141345191169,0.7199999999999998,443222223.4392874,115609777.06536499,0,8,0.8381154573681305
3,0,0.7124317258767731,0.7687393669557145,0.199,124890284.3367683,123274874.22966884,3264003.0593418484,7,0.8507236982932452
3,1,0.7629028684031552,0.9341173629001753,0.14596606732758505,561161736.2977524,16758997.58025647,753168.6251282508,7,0.7939960192267622
2,2,0.8097613292599009,0.8179937348570275,0.040902901905485026,205615531.33103865,201235662.21356887,1928.3620341516983,7,0.7228254262993168
1,3,0.8524255975825791,0.4391687924894897,0.199,90723078.7072566,100422605.78236534,5224261.192863534,7,0.8508700238895858
0,4,0.8903527432567052,0.9215877162536099,0.1307878960879577,402916942.55176497,107733207.11982593,1464794.523652439,7,0.9281724032867826
-1,4,0.8903527432567052,0.9114390586169795,0.199,214491910.52477318,44779356.39118076,2275282.897378071,7,0.9077471678550092
-2,4,0.8903527432567052,1,0.199,268093532.5684487,98144238.67042191,859389.8368746229,7,0.9217796690180239
-3,4,0.8903527432567052,0.4989723603108158,0.3099999999999995,925510790.4437532,52379885.54254713,879902.9083278215,9,0.7496757587384433
-4,4,0.8903527432567052,0.5025969905566087,0.07907022814855372,1317649701.5059307,65564387.49251604,284921.29411984683,7,0.809452727745403
-4,3,0.8524255975825791,0.5685602014856896,0.1587371710395367,1296116398.1932344,98610163.93379253,490203.2730914983,7,0.9007230919741249
-4,2,0.8097613292599009,0.6793836358996561,0.1727390374041998,1226941453.0200531,8915091.58851927,791995.616332626,7,0.8677466129163055
-4,1,0.7629028684031552,0.7578852838982897,0.04573189326691437,969272002.1063488,80093198.77251497,668356.7820077497,7,0.8055770524322213
-4,0,0.7124317258767731,0.8324909386037557,0.2799999999999994,408702313.7968562,113781768.58457616,494505.7884725873,8,0.7606458770732095
